customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,PD,Expected_loss
2195286,1,2800.316359,4540.64595,43040.16541,3,754,0,1.2825713141105002e-74,3.232444889238985e-71
2483066,1,1645.741726,3344.06227,37660.8669,7,663,0,1.388509670662317e-107,2.0566154717671437e-104
8380627,1,5137.219376,8042.606207,79741.33151,6,709,0,1.319687195383634e-113,6.101570367345513e-110
8926016,5,4455.723618,21759.58907,68241.17866,4,576,1,1.0,4010.1512562000003
1729821,5,4611.226168,25172.40934,87306.38652,5,611,1,1.0,4150.1035512
8935419,2,2228.164899,7430.4677,61714.77493,8,669,0,1.3534400610424363e-95,2.7141188732236564e-92
7713931,5,4477.721762,25525.87565,63190.6675,3,612,1,1.0,4029.9495858
2593152,1,6114.066639,10454.60074,90441.83333,5,720,0,2.6707729480484534e-103,1.4696355403806055e-99
4265770,2,3682.300399,13665.47622,81215.98749,5,589,0,1.0979411834891571e-48,3.6386543322365905e-45
6694674,1,2305.03445,4681.362495,54885.43693,7,578,0,2.4763786043097855e-106,5.137324194759277e-103
2878530,0,3270.453879,570.8356554,57083.56554,5,652,0,5.024187957768812e-134,1.4788237495779092e-130
1760607,0,3157.845091,2359.788951,49538.62055,4,687,0,4.6923933512541346e-116,1.3336066178369018e-112
1083392,0,6547.709898,4572.87505,104214.0756,5,633,0,7.362710657447027e-150,4.338800410308839e-146
2548560,5,5227.129372,30897.38167,83840.58872,4,569,1,1.0,4704.4164348
7517038,2,2042.535985,5779.605547,36313.79378,6,657,0,1.2438358393672681e-60,2.2865215152062923e-57
3279204,1,3509.853269,9434.868921,75551.558,4,754,0,4.8184777699564314e-92,1.5220934957236872e-88
7787477,0,4911.323807,6452.905939,72112.66078,4,642,0,1.556849009155781e-112,6.881570642314034e-109
3467139,0,1875.113047,2365.397903,29565.60654,2,708,0,1.9591944768923338e-84,3.3063400127080398e-81
8989969,5,4118.251907,19388.55381,72001.48849,3,627,1,1.0,3706.4267163
4618641,0,7042.304481,4137.426549,85413.0674,5,745,0,2.2391786616814302e-148,1.4192080130626848e-144
3879675,3,2722.706729,8732.939038,48632.57113,7,685,0,7.875360465699844e-46,1.9298067239935385e-42
2338819,0,4945.33944,2570.333551,85901.95454,3,679,0,4.6795991280216246e-129,2.0827985518075456e-125
8127530,0,3003.766079,4053.095356,39932.25513,3,697,0,2.520886162828518e-94,6.814937110432295e-91
2559477,4,3906.630457,16227.27569,56732.91535,1,603,1,1.0,3515.9674113
5699479,5,3840.418321,14994.26544,53794.32662,1,555,1,1.0,3456.3764889000004
4675595,2,3670.92571,9596.22646,75718.62338,8,687,0,5.654761894675952e-99,1.8682389740784838e-95
2061413,0,2038.609652,2984.174167,42878.6052,6,625,0,1.6052495677126113e-124,2.9452295363469816e-121
7431458,0,2914.249997,917.3111082,64879.74563,5,581,0,9.942690123997396e-132,2.6077936197628204e-128
1638898,1,3707.461716,4634.160556,57597.45492,5,633,0,5.704251505220083e-92,1.9033464666634945e-88
8711328,5,4926.741674,18943.13978,72136.00622,4,622,1,1.0,4434.0675066
3866572,1,4408.32239,6702.412553,79268.2046,5,610,0,5.314112389408752e-98,2.1083688566286302e-94
6610306,5,5390.873161,30441.76235,91844.02459,2,584,1,1.0,4851.7858449000005
3291949,3,6596.195494,16086.9749,91952.22747,4,628,0,2.382823087615847e-12,1.4145810222177737e-08
5500676,0,4539.190184,6126.144466,86518.54294,4,724,0,2.932682225060825e-133,1.1980802131908638e-129
6789710,1,2313.344837,3211.670516,38124.95405,5,620,0,1.4920044836841826e-82,3.1063687822004894e-79
5006585,1,3560.648035,5273.74225,60497.19791,6,563,0,3.402550316823103e-95,1.0903755689626329e-91
7586510,0,6679.103143,3956.076166,86598.94627,6,678,0,1.3284605468802672e-153,7.985632512617543e-150
3578717,0,6064.123004,4651.182782,83316.08541,4,602,0,3.3012077194381397e-121,1.801703670518448e-117
7772698,1,3814.162931,6141.232793,67450.1106,5,672,0,3.044686602938189e-98,1.045163769969524e-94
7362864,2,2937.878102,5093.558864,57894.37634,8,724,0,2.7282867734864633e-105,7.213836571021905e-102
4085765,0,5227.304902,2691.896355,69170.02023,4,626,0,1.1432566122161692e-120,5.378535803953345e-117
3700938,0,4287.42859,7503.36695,77957.79285,4,749,0,2.755259512035916e-125,1.0631680564295014e-121
2691552,5,3772.763476,14149.06605,59584.26177,5,582,1,1.0,3395.4871284
4418770,2,4629.349219,9963.382976,83891.64859,8,693,0,2.7665357521373824e-103,1.152653411114349e-99
4240531,1,5466.033694,9941.901446,86554.77009,6,632,0,5.0893174785011526e-104,2.503654273525538e-100
2463684,1,4299.363828,4845.19607,51631.08241,6,655,0,1.106668509437585e-98,4.2821735031563666e-95
7987506,2,3941.702572,9223.90984,67277.84361,6,693,0,1.0652462215451856e-73,3.778995394150146e-70
1069228,0,3815.899042,3672.601881,53549.49228,3,721,0,3.540558672629248e-107,1.2159373002327663e-103
6043209,1,3214.507783,8410.327087,82139.09878,4,710,0,4.360546380017158e-96,1.2615309249027868e-92
3696341,5,5114.174723,29777.41208,105098.5136,3,541,1,1.0,4602.7572507
7164264,1,3878.313431,7861.594153,60359.34399,6,587,0,1.083365670995391e-88,3.781468469255177e-85
2056764,0,2674.325465,1137.337287,37336.03927,4,581,0,1.3207897349035305e-100,3.1789994597668e-97
8838592,5,4429.009343,26716.4405,99683.45517,3,572,1,1.0,3986.1084087
1333173,1,5582.363567,12095.47957,103419.2758,3,706,0,3.433440441355488e-86,1.725004154635855e-82
8044249,4,6151.278331,23255.14566,86046.89206,1,582,1,1.0,5536.1504979
7513697,0,3290.896426,5657.631026,73486.18279,5,710,0,1.8181703926004192e-135,5.385069402180963e-132
6855647,1,5050.121922,9127.972294,97129.87374,6,705,0,1.2660562832108112e-122,5.754364731295883e-119
7705484,0,2149.0705,1594.604164,41471.13448,5,672,0,1.5928449926828452e-122,3.0808225663626767e-119
8353705,4,2448.725785,8633.235167,38825.62225,6,568,1,0.9999999999682714,2203.853206430075
2438598,0,4979.313632,4406.527131,72935.39338,4,511,0,3.479478587472898e-106,1.5592873646570316e-102
4697237,1,4267.109917,10125.65275,71693.76513,4,640,0,3.748718249532076e-74,1.4396573536755482e-70
5606201,0,2869.296274,4440.416974,53726.66419,4,709,0,5.873625320074498e-115,1.5167854121185633e-111
8657174,0,3037.025908,6130.814575,62324.67423,2,707,0,7.829992387291907e-95,2.1401900765683466e-91
7945285,0,1834.414296,1585.684165,32694.06961,8,651,0,4.788122522957167e-145,7.905060366400992e-142
8544432,0,5291.484161,846.7774634,84677.74634,3,662,0,1.2571407046478338e-131,5.986926114113152e-128
6299123,2,5174.483976,13598.12768,96122.43767,7,766,0,4.664990963667757e-97,2.1725028890715246e-93
5785982,0,3123.551351,2848.412825,49141.7287,6,692,0,3.0066994590340947e-135,8.452422141585224e-132
3913463,1,3726.430399,5573.155053,66898.13695,6,590,0,1.469954095093045e-101,4.929913462580334e-98
5689764,0,4464.454642,6210.64164,73486.70488,5,657,0,1.0209946678593213e-126,4.102365945943615e-123
3781641,3,5235.733354,17908.07126,87976.16249,2,592,1,1.0,4712.1600186000005
8759358,2,4784.129283,9097.04171,75518.82694,7,718,0,4.593858872235992e-92,1.977985327737021e-88
2306791,0,4069.066702,2222.133458,79856.59991,3,720,0,4.838231253322278e-131,1.7718377120522468e-127
1581185,0,3748.408787,5177.990608,61454.0597,3,636,0,2.396934767536207e-99,8.086222210048668e-96
6093138,0,2042.493602,3838.508156,38660.3946,2,654,0,1.5877554000401887e-80,2.9186822215107326e-77
8578451,0,3895.269812,4945.140186,59732.50624,4,513,0,3.763872688973584e-96,1.319516969541306e-92
3365880,5,4278.794095,17092.49453,57289.69237,4,587,1,1.0,3850.9146855000004
2293998,2,5164.430161,6421.567001,74164.90788,7,671,0,1.6420283008950525e-94,7.632126434122194e-91
7427998,1,2383.024193,3896.092048,44507.78601,5,655,0,1.3820113110367615e-88,2.964029750280226e-85
4587569,5,5716.666522,27814.21041,99917.64426,3,609,1,1.0,5144.999869800001
7648411,0,4970.615776,6453.297616,78572.68649,5,641,0,2.0537727441319086e-127,9.187663682070789e-124
7844104,0,6027.724179,5806.646784,73077.46245,4,621,0,7.800411311650501e-112,4.231685508244275e-108
2786846,1,3498.809573,10755.79258,86462.77035,5,658,0,4.1885305562106025e-96,1.3189383726185405e-92
8633630,5,7880.378251,35666.00602,110619.2778,4,594,1,1.0,7092.3404259
8050047,2,2437.191313,11424.01949,66951.35809,5,622,0,2.036717964406884e-50,4.467484196895151e-47
6048680,2,3080.127733,7832.558514,55664.54023,7,636,0,4.677186774486991e-75,1.2965699426866378e-71
4922734,1,2752.117415,4798.919493,50608.82719,5,603,0,2.7080587549472288e-84,6.707606094300137e-81
1454794,0,4033.267836,674.501641,67450.1641,5,619,0,5.122095233200001e-137,1.8592903761295036e-133
7101821,0,3701.529835,3517.488543,108757.5181,6,646,0,8.868390235144847e-172,2.9543949939430182e-168
4260463,4,5713.43439,21401.27554,81627.55137,3,533,1,1.0,5142.090951
5918490,0,2775.333229,4337.521174,56307.00135,3,672,0,3.2453730634664644e-103,8.106292533186003e-100
2280203,1,2600.417306,6322.254678,57515.94978,6,598,0,2.4312028795760965e-94,5.689927838202043e-91
4205161,1,8087.428082,10684.59426,106782.9886,7,726,0,2.044898092607641e-133,1.4884169633084948e-129
4765821,5,4993.661861,17091.06383,71136.19395,3,641,1,1.0,4494.2956748999995
5369590,0,3885.381657,6371.889573,61724.55755,2,669,0,1.2876233793912661e-88,4.5026174334700594e-85
1680523,4,3823.758134,14488.29674,54329.6369,1,556,1,1.0,3441.3823206
1118848,2,6149.398454,16834.85218,100334.7139,3,659,0,3.5264700027470765e-36,1.9517102264673225e-32
5749285,0,4220.273755,4191.787428,62097.69927,6,735,0,1.4314272276096315e-143,5.436913284786006e-140
6744637,0,6287.503576,7028.876911,91578.92445,4,571,0,4.983450700165895e-116,2.8200117688301493e-112
4991477,5,3305.069595,25520.98329,90774.47952,5,509,1,1.0,2974.5626355
2616205,1,4513.34276,6340.695367,83099.56165,5,626,0,1.450863560524099e-103,5.893420091975339e-100
2007934,0,1766.099016,584.4968544,29518.52333,4,678,0,8.373808564157422e-108,1.3310077558797716e-104
6889981,0,3517.154827,3036.347572,62988.14903,6,634,0,2.1354113243489047e-138,6.759515022357791e-135
6238176,1,4751.479803,6860.502634,64591.80832,6,657,0,2.509475904987874e-101,1.0731351670798526e-97
5820678,0,1800.207678,296.5909171,29659.09171,4,637,0,1.4835306131067362e-104,2.4035968802365146e-101
7946965,0,4613.290613,1555.766149,64583.98545,5,684,0,4.876169997865636e-138,2.0245670350691192e-134
2877561,0,3184.872696,3969.38643,43069.59111,2,692,0,6.395488862602788e-86,1.8331936070468142e-82
7047567,2,2789.584509,11398.67272,68438.05762,6,723,0,6.278302135549907e-72,1.5762468942136472e-68
7069051,0,2689.498576,4004.572287,51192.76073,3,562,0,3.3680640510124766e-89,8.152563122167363e-86
5449669,1,2875.904756,5709.994486,46523.24506,7,713,0,4.493859147866469e-110,1.1631519806528957e-106
2081349,0,3911.921829,3617.612501,87548.79748,5,598,0,3.2482584514287725e-140,1.1436239828140156e-136
4580778,0,7179.330435,9808.671634,106704.3437,3,584,0,4.169284977144397e-108,2.6939407075740944e-104
7636397,1,4410.02249,8753.394822,81615.07161,6,651,0,1.6026114459065783e-107,6.360797267261486e-104
5291335,2,6059.880611,12439.12657,92852.05008,9,626,0,2.3283344065152857e-103,1.2698485673369554e-99
5567448,0,4509.720845,6913.974978,83146.48342,3,583,0,2.688075550652573e-103,1.0910223309341486e-99
4289123,1,3057.966392,6122.499682,65420.05402,5,674,0,6.298586241727608e-98,1.733477853988495e-94
1961905,0,6383.282594,7598.675434,94776.64247,5,633,0,4.085202738297593e-133,2.346930317910255e-129
4612284,4,3976.583011,16262.24358,60513.41862,1,559,1,1.0,3578.9247099000004
8584572,2,3850.363446,11226.8107,72591.03982,6,684,0,3.120189382496577e-70,1.081247682866592e-66
2373091,1,2161.21338,3841.606668,34801.39284,4,735,0,7.05744236005118e-80,1.3727374971409252e-76
4267324,1,5876.816909,11012.78109,102082.148,6,636,0,6.259656925248801e-112,3.3108171896556993e-108
1269925,0,3873.883058,6417.802407,84764.40821,6,756,0,1.151468152598955e-155,4.014587671361685e-152
2882473,1,3445.65807,4603.413081,57432.49036,5,653,0,2.409819421294397e-94,7.473072362603192e-91
3357892,1,2762.785258,4325.307754,53055.63541,7,685,0,1.0634972963476185e-116,2.644393187044852e-113
7617481,0,3796.11828,5896.570324,77839.42879,4,682,0,4.033239677521573e-124,1.3779589380714854e-120
2553234,0,2699.789507,680.4998763,41406.15383,7,774,0,6.1891053582693e-156,1.5038353533575637e-152
7890012,1,5207.648647,8965.955823,87991.7105,5,697,0,4.319340387568309e-105,2.0244246412727306e-101
2165351,0,3214.882664,1999.123479,53423.72172,3,614,0,3.318420412699831e-102,9.601499030987172e-99
6733204,5,4720.508454,27947.97458,92090.59824,3,584,1,1.0,4248.4576086
5096588,1,2267.137681,4199.813052,34491.6855,4,641,0,1.3983919345504326e-68,2.8533123428631947e-65
6528734,0,1513.430554,2244.788712,23559.2695,4,643,0,1.3376685370520733e-94,1.82202159158918e-91
2021963,0,2531.447219,4757.480327,49892.87125,4,680,0,1.795755374806194e-108,4.091273954601698e-105
5423923,1,3606.145796,6250.846741,60756.29889,5,679,0,6.725506912089988e-94,2.1827842629302026e-90
3772158,0,1796.157595,2207.473922,25010.49189,3,563,0,7.002327164074096e-77,1.1319554806583847e-73
1067669,0,2299.140531,2811.547627,36483.06858,3,742,0,2.228110044841136e-101,4.610464300460235e-98
4744929,5,3119.189274,14707.21334,52337.50182,2,532,1,1.0,2807.2703466
4906003,5,4615.493085,14784.73985,57558.67918,6,607,1,1.0,4153.9437765
4981578,4,1676.725984,7647.5926,33732.56011,4,686,1,1.0,1509.0533856
5001814,0,3575.01957,5101.294701,63226.38732,5,634,0,1.892687270932041e-121,6.089754630124745e-118
2440434,2,4211.644124,8643.382528,69078.4778,7,730,0,1.0094359934487966e-90,3.8262466533264545e-87
1273611,1,2415.207956,4946.684255,62122.91383,6,545,0,5.321094631485879e-97,1.1566395079734228e-93
8373345,0,4790.726048,3236.670635,73466.87582,5,531,0,5.362078531093056e-123,2.3119424361296175e-119
7431518,1,2884.87081,3317.616697,49870.52536,7,697,0,9.528149088796848e-119,2.473873126163831e-115
3215472,0,3924.027779,1269.6574,50712.61537,1,677,0,9.72215812629641e-88,3.4335016703475935e-84
5557443,0,3294.758388,1939.218362,62843.21378,5,656,0,3.482718939197214e-134,1.0327245694169835e-130
1030143,2,2785.562364,6000.632244,47328.74131,5,634,0,1.6293424297647827e-54,4.084771455378983e-51
2906359,1,5253.969111,8804.099595,76769.75496,5,751,0,7.48798342667776e-103,3.5407470264700395e-99
7285064,1,3459.988698,5361.699369,59771.98294,6,645,0,5.264002754474697e-103,1.639205103305099e-99
4058072,0,3874.611528,3206.100312,72266.90664,6,587,0,2.0996228214776224e-139,7.321700509694174e-136
3002299,2,4243.873888,8509.170811,74644.89747,6,555,0,8.177410137324781e-67,3.123350761793322e-63
4792678,5,6120.536516,26221.02363,92202.28574,4,556,1,1.0,5508.4828644
1335117,1,3949.704843,9605.213264,85565.77455,5,648,0,1.2375886031528147e-97,4.39929872956285e-94
3783531,4,3872.037505,20563.88969,97590.82395,7,562,0,0.016498562442048018,57.494747298774875
7258185,1,3966.361901,6527.980392,59602.04717,6,596,0,2.428981336585162e-93,8.6707971285043e-90
3859923,0,4146.561685,5398.562837,64375.34127,3,554,0,8.66661938618402e-92,3.234300469670598e-88
6665216,1,4009.047569,7732.618698,90525.96665,6,667,0,1.235710837126456e-119,4.4586211748118953e-116
5851653,4,3100.809827,14054.89085,52521.44393,3,632,1,1.0,2790.7288443
1737356,2,3206.807748,11331.42777,63168.28394,3,525,0,2.2495883105383374e-16,6.492597501640113e-13
3611286,0,4110.704846,3694.286204,60717.99748,3,649,0,1.3793789208897284e-104,5.103197653114491e-101
4570465,5,6163.80366,22891.73376,74879.65589,3,587,1,1.0,5547.423294
6383101,1,4110.069891,4137.760699,59412.10933,6,712,0,6.297489046196746e-113,2.3294808105907997e-109
6928881,1,5223.989125,7286.720638,80991.62193,5,667,0,2.7669057108753778e-102,1.300885680916203e-98
6990394,0,3245.900545,5009.467425,67426.65003,6,645,0,1.1250560076996072e-136,3.2866379176929113e-133
3118724,1,6254.294876,11407.09564,90949.14318,3,646,0,3.7058993576415987e-72,2.0860008627122585e-68
5864535,4,4104.430298,14233.09362,63489.52438,5,606,1,1.0,3693.9872682000005
3224310,0,4277.033817,4359.413104,58893.09953,4,598,0,8.149959754079835e-106,3.1371888127849617e-102
2135773,1,4371.119339,6693.943774,62842.60262,6,612,0,2.2860088718537936e-96,8.993175829997122e-93
3498275,5,4489.257545,17259.83077,68401.78688,2,490,1,1.0,4040.3317905000004
5627376,4,4524.685153,15769.59733,78829.16466,7,635,0,3.919726870548379e-11,1.5961976977486866e-07
6894544,0,2857.504441,4060.096054,45065.01727,4,694,0,3.0571617889533015e-108,7.862268049910606e-105
8038807,1,6344.103973,7070.706589,76047.41915,5,686,0,6.151419375546943e-100,3.5122719689996893e-96
5136010,0,6862.67927,7079.410363,99700.10233,3,655,0,1.2165529124121979e-119,7.513931207582384e-116
5894894,0,3417.068064,3531.732672,50605.67841,4,521,0,1.9284949003104237e-95,5.930818501893851e-92
5183117,0,5018.65874,6452.636268,101785.6326,4,672,0,1.5923412231423222e-137,7.192275476926955e-134
2168984,3,5789.876446,13089.75902,85299.5896,6,533,0,6.445470152104505e-29,3.3586628235359316e-25
8919556,1,3379.990953,4498.1144,55641.25311,6,673,0,8.731419750306649e-106,2.656090778659379e-102
8873003,0,3815.773053,4200.687468,58757.99978,2,683,0,4.310505701216419e-95,1.4803120349554033e-91
3190566,2,5194.982427,8474.763456,63814.34365,3,548,0,3.2734329090796275e-26,1.530488379476894e-22
6891209,0,3136.403561,3087.738958,57318.21955,6,628,0,7.288828804791855e-134,2.057463775698169e-130
2349734,2,3740.981862,9458.390922,66417.17914,8,749,0,6.986892448522867e-99,2.3524054129501934e-95
8019493,4,6385.692022,26030.90423,105021.1982,5,607,1,1.0,5747.1228198
2721623,0,3175.865888,3578.399513,48466.67143,4,685,0,5.029119502439848e-111,1.437462816702682e-107
4408488,4,4250.229531,11937.99899,61705.29339,8,650,0,3.4630051266133343e-23,1.3246709989622748e-19
4155437,3,3975.339515,11809.40062,64345.1119,4,568,0,0.006711053824869618,24.010845711566475
5746142,1,6425.52202,9610.401872,89511.87532,4,681,0,1.0881228663501022e-90,6.292581694378289e-87
8582355,2,5020.632179,8967.049059,74044.40332,8,662,0,1.461581158302925e-95,6.604255256036183e-92
4417198,0,5095.76272,7560.917967,92145.33913,4,566,0,1.2440624298015768e-115,5.705502256021942e-112
5918878,0,3227.726625,2620.095856,45176.62211,6,580,0,2.660290484498874e-121,7.728021384346048e-118
6985554,1,6160.555766,11017.64312,91417.51615,7,597,0,7.078196805046879e-110,3.92450635261929e-106
4500354,2,4241.954095,12817.87288,81565.23724,4,656,0,9.680238852580133e-48,3.6956815957152364e-44
6542730,3,3456.057137,9359.40711,55679.87011,8,741,0,3.472126034899009e-64,1.0799879367128607e-60
4894594,0,4119.77832,5600.84323,72583.89993,5,695,0,2.035394840210242e-132,7.546837981804219e-129
7814104,0,2130.744776,2260.426609,40854.25593,3,669,0,4.679264612602481e-99,8.973286765941961e-96
7337338,2,2420.921903,4096.213675,40491.83663,7,716,0,3.3946328823860636e-85,7.3963269878512e-82
6490869,1,4632.523416,6998.099411,83267.6424,7,666,0,4.534701519071415e-126,1.890639987450219e-122
2100829,1,5652.163333,7471.88945,93847.57552,6,733,0,8.285857977915469e-128,4.2149720380697405e-124
2385096,0,1245.36597,636.920466,18464.58613,3,475,0,1.0106795027719368e-68,1.1327992733958218e-65
4963158,0,3648.628104,2660.769199,53321.52026,3,558,0,1.3018342747732284e-93,4.274918209519254e-90
1976547,5,4353.616955,26918.99298,85320.42731,4,589,1,1.0,3918.2552595000006
8352529,0,6283.730938,2867.416421,92429.01896,3,633,0,1.630055376251204e-126,9.218546458562628e-123
6557988,5,6465.619257,25788.52416,86209.90661,4,686,1,1.0,5819.0573313
6757594,0,2554.192452,2032.891786,62794.4263,4,689,0,6.67135446051486e-128,1.5335930886897228e-124
